"input_gene","RNA_assay","SCT_assay"
"Cxcl6","CXCL6","CXCL6"
"Rassf6","RASSF6","RASSF6"
"Afp","AFP","AFP"
"Alb","ALB","ALB"
"Ankrd17","ANKRD17","ANKRD17"
"Cox18","COX18","COX18"
"Adamts3","ADAMTS3","ADAMTS3"
"Npffr2","NPFFR2",NA
"Gc","GC",NA
"Slc4a4","SLC4A4","SLC4A4"
"Dck","DCK","DCK"
"Mob1b","MOB1B","MOB1B"
"Grsf1","GRSF1","GRSF1"
"Rufy3","RUFY3","RUFY3"
"Utp3","UTP3","UTP3"
"Jchain","JCHAIN","JCHAIN"
"Ambn","AMBN",NA
"Amtn","AMTN",NA
"Sult1b1","SULT1B1",NA
"Ythdc1","YTHDC1","YTHDC1"
"Gnrhr","GNRHR","GNRHR"
"Uba6","UBA6","UBA6"
"Stap1","STAP1","STAP1"
"Cenpc","CENPC","CENPC"
"Epha5","EPHA5","EPHA5"
"Adgrl3","ADGRL3","ADGRL3"
"Igfbp7","IGFBP7","IGFBP7"
"Polr2b","POLR2B","POLR2B"
"Noa1","NOA1","NOA1"
"Rest","REST","REST"
"Spink2","SPINK2","SPINK2"
"Hopx","HOPX","HOPX"
"Thegl","SPMAP2L","SPMAP2L"
"Arl9","ARL9",NA
"Srp72","SRP72","SRP72"
"Ppat","PPAT","PPAT"
"Aasdh","AASDH","AASDH"
"Cracd","CRACD","CRACD"
"Cep135","CEP135","CEP135"
"Exoc1","EXOC1","EXOC1"
"Exoc1l","EXOC1L","EXOC1L"
"Nmu","NMU","NMU"
"Pdcl2","PDCL2","PDCL2"
"Clock","CLOCK","CLOCK"
"Tmem165","TMEM165","TMEM165"
"Srd5a3","SRD5A3","SRD5A3"
"Kdr","KDR","KDR"
"Kit","KIT","KIT"
"Pdgfra","PDGFRA","PDGFRA"
"Gsx2","GSX2","GSX2"
"Chic2","CHIC2","CHIC2"
"Lnx1","LNX1","LNX1"
"Scfd2","SCFD2","SCFD2"
"Rasl11b","RASL11B","RASL11B"
"Usp46","USP46","USP46"
"Spata18","SPATA18","SPATA18"
"Sgcb","SGCB","SGCB"
"Lrrc66","LRRC66","LRRC66"
"Dcun1d4","DCUN1D4","DCUN1D4"
"Cwh43","CWH43","CWH43"
"Ociad2","OCIAD2","OCIAD2"
"Ociad1","OCIAD1","OCIAD1"
"Fryl","FRYL","FRYL"
"Zar1","ZAR1","ZAR1"
"Slc10a4","SLC10A4","SLC10A4"
"Slain2","SLAIN2","SLAIN2"
"Tec","TEC","TEC"
"Txk","TXK","TXK"
"Cnga1","CNGA1","CNGA1"
"Nfxl1","NFXL1","NFXL1"
"Corin","CORIN","CORIN"
"Atp10d","ATP10D","ATP10D"
"Commd8","COMMD8","COMMD8"
"Gabrb1","GABRB1","GABRB1"
"Gabra4","GABRA4","GABRA4"
"Cox7b2","COX7B2","COX7B2"
"Gabra2","GABRA2","GABRA2"
"Gabrg1","GABRG1","GABRG1"
"Gnpda2","GNPDA2","GNPDA2"
"Guf1","GUF1","GUF1"
"Yipf7","YIPF7","YIPF7"
"Kctd8","KCTD8","KCTD8"
"Grxcr1","GRXCR1","GRXCR1"
"Atp8a1","ATP8A1","ATP8A1"
"Shisa3","SHISA3","SHISA3"
"Bend4","BEND4","BEND4"
"Slc30a9","SLC30A9","SLC30A9"
"Tmem33","TMEM33","TMEM33"
"Limch1","LIMCH1","LIMCH1"
"Uchl1","UCHL1","UCHL1"
"Apbb2","APBB2","APBB2"
"Nsun7","NSUN7","NSUN7"
"Rbm47","RBM47","RBM47"
"Chrna9","CHRNA9",NA
"Rhoh","RHOH","RHOH"
"N4bp2","N4BP2","N4BP2"
"Pds5a","PDS5A","PDS5A"
"Ube2k","UBE2K","UBE2K"
"Smim14","SMIM14","SMIM14"
"Ugdh","UGDH","UGDH"
"Lias","LIAS","LIAS"
"Rfc1","RFC1","RFC1"
"Wdr19","WDR19","WDR19"
"Klhl5","KLHL5","KLHL5"
"Tmem156","TMEM156","TMEM156"
"Tlr6","TLR6","TLR6"
"Tlr1","TLR1","TLR1"
"Klf3","KLF3","KLF3"
"Tbc1d1","TBC1D1","TBC1D1"
"Pgm2","PGM2","PGM2"
"Rell1","RELL1","RELL1"
"LOC498368","C4orf19","C4orf19"
"Nwd2","NWD2","NWD2"
"Arap2","ARAP2","ARAP2"
"Pcdh7","PCDH7","PCDH7"
"Stim2","STIM2","STIM2"
"Tbc1d19","TBC1D19","TBC1D19"
"Sel1l3","SEL1L3","SEL1L3"
"Anapc4","ANAPC4","ANAPC4"
"Zcchc4","ZCCHC4","ZCCHC4"
"Pi4k2b","PI4K2B","PI4K2B"
"Sepsecs","SEPSECS","SEPSECS"
"Lgi2","LGI2","LGI2"
"Ccdc149","CCDC149","CCDC149"
"Sod3","SOD3","SOD3"
"Dhx15","DHX15","DHX15"
"Ppargc1a","PPARGC1A","PPARGC1A"
"Adgra3","ADGRA3","ADGRA3"
"Kcnip4","KCNIP4","KCNIP4"
"Pacrgl","PACRGL","PACRGL"
"Slit2","SLIT2","SLIT2"
"Lcorl","LCORL","LCORL"
"Ncapg","NCAPG","NCAPG"
"Fam184b","FAM184B","FAM184B"
"Med28","MED28","MED28"
"Lap3","LAP3","LAP3"
"Qdpr","QDPR","QDPR"
"Ldb2","LDB2","LDB2"
"Tapt1","TAPT1","TAPT1"
"Prom1","PROM1","PROM1"
"Fgfbp1","FGFBP1","FGFBP1"
"Cd38","CD38","CD38"
"Bst1","BST1","BST1"
"Fbxl5","FBXL5","FBXL5"
"Cc2d2a","CC2D2A","CC2D2A"
"C1qtnf7","C1QTNF7","C1QTNF7"
"Cpeb2","CPEB2","CPEB2"
"Bod1l1","BOD1L1","BOD1L1"
"Rab28","RAB28","RAB28"
"Hs3st1","HS3ST1","HS3ST1"
"Clnk","CLNK","CLNK"
"Zfp518b","ZNF518B","ZNF518B"
"Wdr1","WDR1","WDR1"
"Slc2a9","SLC2A9","SLC2A9"
"Drd5","DRD5",NA
"Tmem128","TMEM128","TMEM128"
"Lyar","LYAR","LYAR"
"Zbtb49","ZBTB49","ZBTB49"
"Nsg1","NSG1","NSG1"
"Stx18","STX18","STX18"
"Cytl1","CYTL1","CYTL1"
"Stk32b","STK32B",NA
"Evc2","EVC2","EVC2"
"Evc","EVC","EVC"
"Crmp1","CRMP1","CRMP1"
"LOC102553825","C4orf50","C4orf50"
"Jakmip1","JAKMIP1","JAKMIP1"
"Wfs1","WFS1","WFS1"
"Ppp2r2c","PPP2R2C","PPP2R2C"
"Bloc1s4","BLOC1S4","BLOC1S4"
"LOC680039","KIAA0232","KIAA0232"
"Tbc1d14","TBC1D14","TBC1D14"
"Tada2b","TADA2B","TADA2B"
"Grpel1","GRPEL1","GRPEL1"
"Sorcs2","SORCS2","SORCS2"
"Psapl1","PSAPL1","PSAPL1"
"Afap1","AFAP1","AFAP1"
"Ablim2","ABLIM2","ABLIM2"
"Sh3tc1","SH3TC1","SH3TC1"
"Htra3","HTRA3","HTRA3"
"Acox3","ACOX3","ACOX3"
"Trmt44","TRMT44","TRMT44"
"Cpz","CPZ","CPZ"
"Adra2c","ADRA2C","ADRA2C"
"Lrpap1","LRPAP1","LRPAP1"
"Dok7","DOK7","DOK7"
"Hgfac","HGFAC","HGFAC"
"Rgs12","RGS12","RGS12"
"Msantd1","MSANTD1","MSANTD1"
"Htt","HTT","HTT"
"Grk4","GRK4","GRK4"
"Nop14","NOP14","NOP14"
"Mfsd10","MFSD10","MFSD10"
"Add1","ADD1","ADD1"
"Sh3bp2","SH3BP2","SH3BP2"
"Tnip2","TNIP2","TNIP2"
"Fam193a","FAM193A","FAM193A"
"Rnf4","RNF4","RNF4"
"Cfap99","CFAP99","CFAP99"
"Zfyve28","ZFYVE28","ZFYVE28"
"Mxd4","MXD4","MXD4"
"Nat8l","NAT8L","NAT8L"
"RGD1560394","C4orf48","C4orf48"
"Nelfa","NELFA","NELFA"
"Nsd2","NSD2","NSD2"
"Letm1","LETM1","LETM1"
"Fgfr3","FGFR3","FGFR3"
"Tacc3","TACC3","TACC3"
"Tmem129","TMEM129","TMEM129"
"Slbp","SLBP","SLBP"
"Fam53a","FAM53A","FAM53A"
"Uvssa","UVSSA","UVSSA"
"Maea","MAEA","MAEA"
"Ctbp1","CTBP1","CTBP1"
"Spon2","SPON2","SPON2"
"Ywhah","YWHAH","YWHAH"
"Depdc5","DEPDC5","DEPDC5"
"Prr14l","PRR14L","PRR14L"
"Pisd","PISD","PISD"
"Sfi1","SFI1","SFI1"
"Eif4enif1","EIF4ENIF1","EIF4ENIF1"
"Drg1","DRG1","DRG1"
"Patz1","PATZ1","PATZ1"
"Pik3ip1","PIK3IP1","PIK3IP1"
"Limk2","LIMK2","LIMK2"
"Rnf185","RNF185","RNF185"
"Pla2g3","PLA2G3","PLA2G3"
"Inpp5j","INPP5J","INPP5J"
"Selenom","SELENOM","SELENOM"
"Smtn","SMTN","SMTN"
"Tug1","TUG1","TUG1"
"Morc2","MORC2","MORC2"
"Osbp2","OSBP2","OSBP2"
"Dusp18","DUSP18","DUSP18"
"Slc35e4","SLC35E4","SLC35E4"
"Tcn2","TCN2","TCN2"
"Pes1","PES1","PES1"
"Gal3st1","GAL3ST1","GAL3ST1"
"Mtfp1","MTFP1","MTFP1"
"Sec14l2","SEC14L2","SEC14L2"
"Rnf215","RNF215","RNF215"
"Ccdc157","CCDC157","CCDC157"
"Sf3a1","SF3A1","SF3A1"
"Tbc1d10a","TBC1D10A","TBC1D10A"
"Castor1","CASTOR1","CASTOR1"
"Osm","OSM","OSM"
"Lif","LIF","LIF"
"Hormad2","HORMAD2","HORMAD2"
"Mtmr3","MTMR3","MTMR3"
"Ascc2","ASCC2","ASCC2"
"Uqcr10","UQCR10","UQCR10"
"Zmat5","ZMAT5","ZMAT5"
"Cabp7","CABP7","CABP7"
"Nf2","NF2","NF2"
"Nipsnap1","NIPSNAP1","NIPSNAP1"
"Thoc5","THOC5","THOC5"
"Ap1b1","AP1B1","AP1B1"
"Gas2l1","GAS2L1","GAS2L1"
"Rasl10a","RASL10A","RASL10A"
"Ewsr1","EWSR1","EWSR1"
"Rhbdd3","RHBDD3","RHBDD3"
"Emid1","EMID1","EMID1"
"Kremen1","KREMEN1","KREMEN1"
"Znrf3","ZNRF3","ZNRF3"
"Xbp1","XBP1","XBP1"
"Ccdc117","CCDC117","CCDC117"
"Mrps24","MRPS24","MRPS24"
"Urgcp","URGCP","URGCP"
"Dbnl","DBNL","DBNL"
"Pgam2","PGAM2","PGAM2"
"Polm","POLM","POLM"
"Aebp1","AEBP1","AEBP1"
"Pold2","POLD2","POLD2"
"Myl7","MYL7",NA
"Gck","GCK","GCK"
"Ykt6","YKT6","YKT6"
"Camk2b","CAMK2B","CAMK2B"
"Nudcd3","NUDCD3","NUDCD3"
"Npc1l1","NPC1L1","NPC1L1"
"Ddx56","DDX56","DDX56"
"Tmed4","TMED4","TMED4"
"Ogdh","OGDH","OGDH"
"Zmiz2","ZMIZ2","ZMIZ2"
"Purb","PURB","PURB"
"Myo1g","MYO1G","MYO1G"
"Ccm2","CCM2","CCM2"
"Nacad","NACAD","NACAD"
"Tbrg4","TBRG4","TBRG4"
"Ramp3","RAMP3","RAMP3"
"Adcy1","ADCY1","ADCY1"
"Igfbp1","IGFBP1","IGFBP1"
"Igfbp3","IGFBP3","IGFBP3"
"Tns3","TNS3","TNS3"
"Hus1","HUS1","HUS1"
"Sun3","SUN3","SUN3"
"LOC688553","C7orf57","C7orf57"
"Upp1","UPP1","UPP1"
"Abca13","ABCA13","ABCA13"
"Vwc2","VWC2","VWC2"
"Zpbp","ZPBP","ZPBP"
"Spata48","SPMIP7","SPMIP7"
"Ikzf1","IKZF1","IKZF1"
"Fignl1","FIGNL1","FIGNL1"
"Ddc","DDC","DDC"
"Grb10","GRB10","GRB10"
"Cobl","COBL","COBL"
"LOC100361025","PRMT1","PRMT1"
"Vstm2a","VSTM2A","VSTM2A"
"Egfr","EGFR","EGFR"
"Fbxo48","FBXO48","FBXO48"
"Plek","PLEK","PLEK"
"Cnrip1","CNRIP1","CNRIP1"
"Pno1","PNO1","PNO1"
"C1d","C1D","C1D"
"Meis1","MEIS1","MEIS1"
"Spred2","SPRED2","SPRED2"
"Actr2","ACTR2","ACTR2"
"Rab1a","RAB1A","RAB1A"
"Cep68","CEP68","CEP68"
"Slc1a4","SLC1A4","SLC1A4"
"Sertad2","SERTAD2","SERTAD2"
"Aftph","AFTPH","AFTPH"
"Lgalsl","LGALSL","LGALSL"
"Peli1","PELI1","PELI1"
"Vps54","VPS54","VPS54"
"Ugp2","UGP2","UGP2"
"Mdh1","MDH1","MDH1"
"Wdpcp","WDPCP","WDPCP"
"Otx1","OTX1","OTX1"
"Ehbp1","EHBP1","EHBP1"
"Tmem17","TMEM17","TMEM17"
"B3gnt2","B3GNT2","B3GNT2"
"Commd1","COMMD1","COMMD1"
"Cct4","CCT4","CCT4"
"Fam161a","FAM161A","FAM161A"
"Xpo1","XPO1","XPO1"
"Usp34","USP34","USP34"
"Pex13","PEX13","PEX13"
"Pus10","PUS10","PUS10"
"Rel","REL","REL"
"Papolg","PAPOLG","PAPOLG"
"Bcl11a","BCL11A","BCL11A"
"Fancl","FANCL","FANCL"
"Vrk2","VRK2","VRK2"
"Ccdc85a","CCDC85A","CCDC85A"
"Efemp1","EFEMP1","EFEMP1"
"Pnpt1","PNPT1","PNPT1"
"Ppp4r3b","PPP4R3B","PPP4R3B"
"Cfap36","CFAP36","CFAP36"
"Ccdc88a","CCDC88A","CCDC88A"
"Mtif2","MTIF2","MTIF2"
"Rps27a","RPS27A","RPS27A"
"Clhc1","CLHC1","CLHC1"
"Rtn4","RTN4","RTN4"
"Eml6","EML6","EML6"
"Sptbn1","SPTBN1","SPTBN1"
"Acyp2","ACYP2","ACYP2"
"Psme4","PSME4","PSME4"
"Gpr75","GPR75","GPR75"
"Erlec1","ERLEC1","ERLEC1"
"Asb3","ASB3","ASB3"
"Chac2","CHAC2","CHAC2"
"Dlg5","DLG5","DLG5"
"Kcnma1","KCNMA1","KCNMA1"
"Lrmda","LRMDA","LRMDA"
"Zfp503","ZNF503","ZNF503"
"Comtd1","COMTD1","COMTD1"
"Vdac2","VDAC2","VDAC2"
"Samd8","SAMD8","SAMD8"
"Dusp13","DUSP13B","DUSP13B"
"Dusp29","DUSP29","DUSP29"
"Kat6b","KAT6B","KAT6B"
"Adk","ADK","ADK"
"Ap3m1","AP3M1","AP3M1"
"Vcl","VCL","VCL"
"Plau","PLAU","PLAU"
"Camk2g","CAMK2G","CAMK2G"
"Ndst2","NDST2","NDST2"
"Zswim8","ZSWIM8","ZSWIM8"
"Chchd1","CHCHD1","CHCHD1"
"Fut11","FUT11","FUT11"
"Sec24c","SEC24C","SEC24C"
"Synpo2l","SYNPO2L","SYNPO2L"
"Myoz1","MYOZ1","MYOZ1"
"Usp54","USP54","USP54"
"Ppp3cb","PPP3CB","PPP3CB"
"Mss51","MSS51","MSS51"
"Anxa7","ANXA7","ANXA7"
"Cfap70","CFAP70","CFAP70"
"Mrps16","MRPS16","MRPS16"
"Dnajc9","DNAJC9","DNAJC9"
"Fam149b1","FAM149B1","FAM149B1"
"Ecd","ECD","ECD"
"Nudt13","NUDT13","NUDT13"
"Kcnk16","KCNK16","KCNK16"
"Kcnk5","KCNK5","KCNK5"
"Rtraf","RTRAF","RTRAF"
"Nid2","NID2","NID2"
"Zfp385d","ZNF385D","ZNF385D"
"Ube2e2","UBE2E2","UBE2E2"
"Ube2e1","UBE2E1","UBE2E1"
"Nkiras1","NKIRAS1","NKIRAS1"
"Rpl15","RPL15","RPL15"
"Nr1d2","NR1D2","NR1D2"
"Thrb","THRB","THRB"
"Rarb","RARB","RARB"
"Top2b","TOP2B","TOP2B"
"Ngly1","NGLY1","NGLY1"
"Oxsm","OXSM","OXSM"
"Lrrc3b","LRRC3B","LRRC3B"
"Nek10","NEK10","NEK10"
"Slc4a7","SLC4A7","SLC4A7"
"Psmd6","PSMD6","PSMD6"
"Atxn7","ATXN7","ATXN7"
"Thoc7","THOC7","THOC7"
"LOC102550375","C3orf49","C3orf49"
"Sntn","SNTN","SNTN"
"Synpr","SYNPR","SYNPR"
"Fezf2","FEZF2","FEZF2"
"RGD1306063","CEP15","CEP15"
"Ptprg","PTPRG","PTPRG"
"Fhit","FHIT","FHIT"
"Cfap20dc","CFAP20DC","CFAP20DC"
"Fam3d","FAM3D",NA
"Fam107a","FAM107A","FAM107A"
"Acox2","ACOX2","ACOX2"
"Kctd6","KCTD6","KCTD6"
"Pdhb","PDHB","PDHB"
"Pxk","PXK","PXK"
"Abhd6","ABHD6","ABHD6"
"Dnase1l3","DNASE1L3","DNASE1L3"
"Flnb","FLNB","FLNB"
"Ptgdr","PTGDR",NA
"Ptger2","PTGER2","PTGER2"
"Txndc16","TXNDC16","TXNDC16"
"Gpr137c","GPR137C","GPR137C"
"Ero1a","ERO1A","ERO1A"
"Psmc6","PSMC6","PSMC6"
"Styx","STYX","STYX"
"Gnpnat1","GNPNAT1","GNPNAT1"
"Fermt2","FERMT2","FERMT2"
"Ddhd1","DDHD1","DDHD1"
"Bmp4","BMP4","BMP4"
"Cdkn3","CDKN3","CDKN3"
"Cnih1","CNIH1","CNIH1"
"Gmfb","GMFB","GMFB"
"Cgrrf1","CGRRF1","CGRRF1"
"Samd4a","SAMD4A","SAMD4A"
"Gch1","GCH1","GCH1"
"Wdhd1","WDHD1","WDHD1"
"Socs4","SOCS4","SOCS4"
"Lgals3","LGALS3","LGALS3"
"Dlgap5","DLGAP5","DLGAP5"
"Fbxo34","FBXO34","FBXO34"
"Atg14","ATG14","ATG14"
"Ktn1","KTN1","KTN1"
"Peli2","PELI2","PELI2"
"Tmem260","TMEM260","TMEM260"
"Otx2","OTX2","OTX2"
"Exoc5","EXOC5","EXOC5"
"Ap5m1","AP5M1","AP5M1"
"Naa30","NAA30","NAA30"
"Ccdc198","CCDC198","CCDC198"
"Slc35f4","SLC35F4","SLC35F4"
"Armh4","ARMH4","ARMH4"
"Ttc5","TTC5","TTC5"
"Ccnb1ip1","CCNB1IP1","CCNB1IP1"
"Parp2","PARP2","PARP2"
"Tep1","TEP1","TEP1"
"Klhl33","KLHL33","KLHL33"
"Osgep","OSGEP","OSGEP"
"Apex1","APEX1","APEX1"
"Pip4p1","PIP4P1","PIP4P1"
"Pnp","PNP","PNP"
"Rnase10","RNASE10","RNASE10"
"Rnase12","RNASE12","RNASE12"
"Rnase4","RNASE4","RNASE4"
"LOC108352909","ATP6V1F","ATP6V1F"
"Rnase6","RNASE6","RNASE6"
"Mettl17","METTL17","METTL17"
"Slc39a2","SLC39A2","SLC39A2"
"Ndrg2","NDRG2","NDRG2"
"Tppp2","TPPP2","TPPP2"
"Rnase13","RNASE13",NA
"Arhgef40","ARHGEF40","ARHGEF40"
"Zfp219","ZNF219","ZNF219"
"Rpgrip1","RPGRIP1","RPGRIP1"
"Supt16h","SUPT16H","SUPT16H"
"Chd8","CHD8","CHD8"
"Rab2b","RAB2B","RAB2B"
"Tox4","TOX4","TOX4"
"Mettl3","METTL3","METTL3"
"Sall2","SALL2","SALL2"
"LOC108353026","TRAV34","TRAV34"
"Dad1","DAD1","DAD1"
"Abhd4","ABHD4","ABHD4"
"Oxa1l","OXA1L","OXA1L"
"Slc7a7","SLC7A7","SLC7A7"
"Mmp14","MMP14","MMP14"
"Lrp10","LRP10","LRP10"
"Rem2","REM2","REM2"
"Prmt5","PRMT5","PRMT5"
"Haus4","HAUS4","HAUS4"
"Ajuba","AJUBA","AJUBA"
"RGD1565222","C14orf93","C14orf93"
"Psmb5","PSMB5","PSMB5"
"Cdh24","CDH24","CDH24"
"Acin1","ACIN1","ACIN1"
"Cebpe","CEBPE","CEBPE"
"Slc7a8","SLC7A8","SLC7A8"
"Homez","HOMEZ","HOMEZ"
"Bcl2l2","BCL2L2","BCL2L2"
"Ppp1r3e","PPP1R3E","PPP1R3E"
"Pabpn1","PABPN1","PABPN1"
"Slc22a17","SLC22A17","SLC22A17"
"Efs","EFS","EFS"
"Cmtm5","CMTM5","CMTM5"
"Myh6","MYH6","MYH6"
"Mir3546","MIR208A","MIR208A"
"Myh7","MYH7","MYH7"
"Ngdn","NGDN","NGDN"
"Zfhx2","ZFHX2","ZFHX2"
"Thtpa","THTPA","THTPA"
"Ap1g2","AP1G2","AP1G2"
"Dhrs2","DHRS2","DHRS2"
"Dhrs4","DHRS4","DHRS4"
"Carmil3","CARMIL3","CARMIL3"
"Cpne6","CPNE6","CPNE6"
"Pck2","PCK2","PCK2"
"Dcaf11","DCAF11","DCAF11"
"Fitm1","FITM1","FITM1"
"Psme1","PSME1","PSME1"
"Emc9","EMC9","EMC9"
"Psme2","PSME2","PSME2"
"Rnf31","RNF31","RNF31"
"Irf9","IRF9","IRF9"
"Rec8","REC8",NA
"Ipo4","IPO4","IPO4"
"Tm9sf1","TM9SF1","TM9SF1"
"Tssk4","TSSK4",NA
"Nedd8","NEDD8","NEDD8"
"Gmpr2","GMPR2","GMPR2"
"Tinf2","TINF2","TINF2"
"Tgm1","TGM1","TGM1"
"Rabggta","RABGGTA","RABGGTA"
"Dhrs1","DHRS1","DHRS1"
"Nop9","NOP9","NOP9"
"Cideb","CIDEB","CIDEB"
"Adcy4","ADCY4","ADCY4"
"Ripk3","RIPK3","RIPK3"
"Nfatc4","NFATC4","NFATC4"
"Nynrin","NYNRIN","NYNRIN"
"Cbln3","CBLN3","CBLN3"
"Khnyn","KHNYN","KHNYN"
"Sdr39u1","SDR39U1","SDR39U1"
"Cma1","CMA1","CMA1"
"Cenpj","CENPJ","CENPJ"
"Pspc1","PSPC1","PSPC1"
"Zmym5","ZMYM5","ZMYM5"
"Zmym2","ZMYM2","ZMYM2"
"Gjb2","GJB2","GJB2"
"Gjb6","GJB6","GJB6"
"Cryl1","CRYL1","CRYL1"
"Ift88","IFT88","IFT88"
"Eef1akmt1","EEF1AKMT1","EEF1AKMT1"
"Xpo4","XPO4","XPO4"
"Lats2","LATS2","LATS2"
"Sap18","SAP18","SAP18"
"Ska3","SKA3","SKA3"
"Mrpl57","MRPL57","MRPL57"
"Zdhhc20","ZDHHC20","ZDHHC20"
"Micu2","MICU2","MICU2"
"Fgf9","FGF9","FGF9"
"Rcbtb1","RCBTB1","RCBTB1"
"Cab39l","CAB39L","CAB39L"
"Cdadc1","CDADC1","CDADC1"
"Shisa2","SHISA2","SHISA2"
"Atp8a2","ATP8A2","ATP8A2"
"Nup58","NUP58","NUP58"
"Mtmr6","MTMR6","MTMR6"
"Amer2","AMER2","AMER2"
"Spata13","SPATA13","SPATA13"
"Mipep","MIPEP","MIPEP"
"Tnfrsf19","TNFRSF19","TNFRSF19"
"Sacs","SACS","SACS"
"Sgcg","SGCG","SGCG"
"Arl11","ARL11","ARL11"
"Ebpl","EBPL","EBPL"
"Kpna3","KPNA3","KPNA3"
"Spryd7","SPRYD7","SPRYD7"
"Trim13","TRIM13","TRIM13"
"Dleu7","DLEU7","DLEU7"
"Rnaseh2b","RNASEH2B","RNASEH2B"
"LOC102554746","C13orf42","C13orf42"
"Fam124a","FAM124A","FAM124A"
"Ints6","INTS6","INTS6"
"Wdfy2","WDFY2","WDFY2"
"Ctsb","CTSB","CTSB"
"Fdft1","FDFT1","FDFT1"
"Neil2","NEIL2","NEIL2"
"Blk","BLK","BLK"
"Fam167a","FAM167A","FAM167A"
"Mtmr9","MTMR9","MTMR9"
"Xkr6","XKR6","XKR6"
"Pinx1","PINX1","PINX1"
"Sox7","SOX7","SOX7"
"Prss55","PRSS55","PRSS55"
"Prss51","PRSS51",NA
"Msra","MSRA","MSRA"
"Kif13b","KIF13B","KIF13B"
"Hmbox1","HMBOX1","HMBOX1"
"Ints9","INTS9","INTS9"
"Extl3","EXTL3","EXTL3"
"Fzd3","FZD3","FZD3"
"Fbxo16","FBXO16","FBXO16"
"Zfp395","ZNF395","ZNF395"
"Pnoc","PNOC","PNOC"
"Elp3","ELP3","ELP3"
"Scara5","SCARA5","SCARA5"
"Pbk","PBK","PBK"
"Esco2","ESCO2","ESCO2"
"Ccdc25","CCDC25","CCDC25"
"Scara3","SCARA3","SCARA3"
"Clu","CLU","CLU"
"Ephx2","EPHX2","EPHX2"
"Chrna2","CHRNA2",NA
"Ptk2b","PTK2B","PTK2B"
"Trim35","TRIM35","TRIM35"
"Stmn4","STMN4","STMN4"
"Adra1a","ADRA1A","ADRA1A"
"Dpysl2","DPYSL2","DPYSL2"
"Pnma2","PNMA2","PNMA2"
"Bnip3l","BNIP3L","BNIP3L"
"Ppp2r2a","PPP2R2A","PPP2R2A"
"Ebf2","EBF2","EBF2"
"Cdca2","CDCA2","CDCA2"
"Kctd9","KCTD9","KCTD9"
"Gnrh1","GNRH1","GNRH1"
"Dock5","DOCK5","DOCK5"
"Nefl","NEFL","NEFL"
"Nefm","NEFM","NEFM"
"Adamdec1","ADAMDEC1","ADAMDEC1"
"Stc1","STC1","STC1"
"Nkx3-1","NKX3-1","NKX3-1"
"Slc25a37","SLC25A37","SLC25A37"
"Entpd4","ENTPD4","ENTPD4"
"Loxl2","LOXL2","LOXL2"
"R3hcc1","R3HCC1","R3HCC1"
"Chmp7","CHMP7","CHMP7"
"Rhobtb2","RHOBTB2","RHOBTB2"
"Egr3","EGR3","EGR3"
"Bin3","BIN3","BIN3"
"Ccar2","CCAR2","CCAR2"
"Pdlim2","PDLIM2","PDLIM2"
"Sorbs3","SORBS3","SORBS3"
"Ppp3cc","PPP3CC","PPP3CC"
"Slc39a14","SLC39A14","SLC39A14"
"Piwil2","PIWIL2","PIWIL2"
"Polr3d","POLR3D","POLR3D"
"Phyhip","PHYHIP","PHYHIP"
"Bmp1","BMP1","BMP1"
"Sftpc","SFTPC","SFTPC"
"Lgi3","LGI3","LGI3"
"Reep4","REEP4","REEP4"
"Hr","HR","HR"
"Nudt18","NUDT18","NUDT18"
"Dmtn","DMTN","DMTN"
"Xpo7","XPO7","XPO7"
"Dok2","DOK2","DOK2"
"Gfra2","GFRA2","GFRA2"
"Fndc3a","FNDC3A","FNDC3A"
"Rcbtb2","RCBTB2","RCBTB2"
"Rb1","RB1","RB1"
"Lpar6","LPAR6","LPAR6"
"Itm2b","ITM2B","ITM2B"
"Med4","MED4","MED4"
"Nudt15","NUDT15","NUDT15"
"Sucla2","SUCLA2","SUCLA2"
"Htr2a","HTR2A","HTR2A"
"Esd","ESD","ESD"
"Lrch1","LRCH1","LRCH1"
"Rubcnl","RUBCNL","RUBCNL"
"Lrrc63","LRRC63","LRRC63"
"Lcp1","LCP1","LCP1"
"Cpb2","CPB2",NA
"Zc3h13","ZC3H13","ZC3H13"
"Siah3","SIAH3","SIAH3"
"Cby2","CBY2","CBY2"
"Cog3","COG3","COG3"
"Slc25a30","SLC25A30","SLC25A30"
"Gtf2f2","GTF2F2","GTF2F2"
"Kctd4","KCTD4","KCTD4"
"Nufip1","NUFIP1","NUFIP1"
"Tsc22d1","TSC22D1","TSC22D1"
"Serp2","SERP2","SERP2"
"Lacc1","LACC1","LACC1"
"Ccdc122","CCDC122","CCDC122"
"Enox1","ENOX1","ENOX1"
"Dnajc15","DNAJC15","DNAJC15"
"Epsti1","EPSTI1","EPSTI1"
"Akap11","AKAP11","AKAP11"
"Dgkh","DGKH","DGKH"
"Vwa8","VWA8","VWA8"
"Naa16","NAA16","NAA16"
"Mtrf1","MTRF1","MTRF1"
"Wbp4","WBP4","WBP4"
"Elf1","ELF1","ELF1"
"Sugt1","SUGT1","SUGT1"
"Cnmd","CNMD","CNMD"
"Pcdh8","PCDH8","PCDH8"
"Olfm4","OLFM4","OLFM4"
"Pcdh17","PCDH17","PCDH17"
"Diaph3","DIAPH3","DIAPH3"
